seed,method,cost,gap_pct,runtime_s,n_open,same_hubs_as_exact,capacity_violated,open_hubs
15,roulette,8046415.611230769,0.0,0.12494903098559007,8,True,False,Gapyeong;Chuncheon;Hongcheon;Gangneung;Yangyang;Busan;Jeju City;Seogwipo
16,roulette,8046415.611230769,0.0,0.1333700600080192,8,True,False,Gapyeong;Chuncheon;Hongcheon;Gangneung;Yangyang;Busan;Jeju City;Seogwipo
17,roulette,8226220.911230769,2.234601202,0.1249463070416823,8,False,False,Gapyeong;Chuncheon;Hongcheon;Gangneung;Sokcho;Busan;Jeju City;Seogwipo
18,roulette,8125171.2669230765,0.978766938,0.13109331397572532,9,False,False,Namyangju;Gapyeong;Chuncheon;Hongcheon;Gangneung;Yangyang;Busan;Jeju City;Seogwipo
19,roulette,8046415.611230769,0.0,0.12819117202889174,8,True,False,Gapyeong;Chuncheon;Hongcheon;Gangneung;Yangyang;Busan;Jeju City;Seogwipo
0,tournament,8046415.611230769,0.0,0.12637858896050602,8,True,False,Gapyeong;Chuncheon;Hongcheon;Gangneung;Yangyang;Busan;Jeju City;Seogwipo
1,tournament,8046415.611230769,0.0,0.12507943203672767,8,True,False,Gapyeong;Chuncheon;Hongcheon;Gangneung;Yangyang;Busan;Jeju City;Seogwipo
2,tournament,8046415.611230769,0.0,0.11625642300350592,8,True,False,Gapyeong;Chuncheon;Hongcheon;Gangneung;Yangyang;Busan;Jeju City;Seogwipo
3,tournament,8046415.611230769,0.0,0.12113793398020789,8,True,False,Gapyeong;Chuncheon;Hongcheon;Gangneung;Yangyang;Busan;Jeju City;Seogwipo
4,tournament,8046415.611230769,0.0,0.1307555210078135,8,True,False,Gapyeong;Chuncheon;Hongcheon;Gangneung;Yangyang;Busan;Jeju City;Seogwipo
5,tournament,8046415.611230769,0.0,0.12215004803147167,8,True,False,Gapyeong;Chuncheon;Hongcheon;Gangneung;Yangyang;Busan;Jeju City;Seogwipo
6,tournament,8046415.611230769,0.0,0.1283607779769227,8,True,False,Gapyeong;Chuncheon;Hongcheon;Gangneung;Yangyang;Busan;Jeju City;Seogwipo
7,tournament,8046415.611230769,0.0,0.12440268497448415,8,True,False,Gapyeong;Chuncheon;Hongcheon;Gangneung;Yangyang;Busan;Jeju City;Seogwipo
8,tournament,8046415.611230769,0.0,0.11939905001781881,8,True,False,Gapyeong;Chuncheon;Hongcheon;Gangneung;Yangyang;Busan;Jeju City;Seogwipo
9,tournament,8046415.611230769,0.0,0.12186127598397434,8,True,False,Gapyeong;Chuncheon;Hongcheon;Gangneung;Yangyang;Busan;Jeju City;Seogwipo
10,tournament,8046415.611230769,0.0,0.12175389903131872,8,True,False,Gapyeong;Chuncheon;Hongcheon;Gangneung;Yangyang;Busan;Jeju City;Seogwipo
11,tournament,8046415.611230769,0.0,0.12275893101468682,8,True,False,Gapyeong;Chuncheon;Hongcheon;Gangneung;Yangyang;Busan;Jeju City;Seogwipo
12,tournament,8046415.611230769,0.0,0.1260917320032604,8,True,False,Gapyeong;Chuncheon;Hongcheon;Gangneung;Yangyang;Busan;Jeju City;Seogwipo
13,tournament,8046415.611230769,0.0,0.13144865300273523,8,True,False,Gapyeong;Chuncheon;Hongcheon;Gangneung;Yangyang;Busan;Jeju City;Seogwipo
14,tournament,8046415.611230769,0.0,0.1209004269912839,8,True,False,Gapyeong;Chuncheon;Hongcheon;Gangneung;Yangyang;Busan;Jeju City;Seogwipo
15,tournament,8046415.611230769,0.0,0.12949110398767516,8,True,False,Gapyeong;Chuncheon;Hongcheon;Gangneung;Yangyang;Busan;Jeju City;Seogwipo
16,tournament,8046415.611230769,0.0,0.12706101703224704,8,True,False,Gapyeong;Chuncheon;Hongcheon;Gangneung;Yangyang;Busan;Jeju City;Seogwipo
17,tournament,8046415.611230769,0.0,0.1304508030298166,8,True,False,Gapyeong;Chuncheon;Hongcheon;Gangneung;Yangyang;Busan;Jeju City;Seogwipo
18,tournament,8046415.611230769,0.0,0.1312751670484431,8,True,False,Gapyeong;Chuncheon;Hongcheon;Gangneung;Yangyang;Busan;Jeju City;Seogwipo
19,tournament,8046415.611230769,0.0,0.1315026609809138,8,True,False,Gapyeong;Chuncheon;Hongcheon;Gangneung;Yangyang;Busan;Jeju City;Seogwipo
